,"country_alpha2","country_alpha3","country_official_name","country_url","flemish","stand_institute","group","qh","MarineInfo_ID","ROR_ID","local_ID"
112,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"University of Western Australia (UWA) - Geology","Research institute","Science","-","-","0cff09d0-149d-4e1f-97b4-8073bcd245cc"
113,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"University of Wollongong (UOW)","University","Science","https://marineinfo.org/imis?module=institute&insid=13794","https://ror.org/00jtmb277","e22e75a7-3d43-4cce-9a95-26029b7f7573"
114,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"University of Wollongong (UOW) - Australian National Centre for Ocean Resources & Security (ANCORS)","Research institute","Science","-","-","ffc7a8b7-f68f-4360-ac52-6c4f88aa4a06"
115,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"University of Wollongong (UOW) - School of Earth & Environment Sciences","University","Science","https://marineinfo.org/imis?module=institute&insid=13795","-","693cc731-4fe1-4f2c-88b1-345396a22b7a"
116,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"Western Australia government - Department of Agriculture and Food","Governmental body","Policy","-","https://ror.org/02jq36h12","ed342986-97a6-473c-993c-791230728bd0"
117,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"Western Australian Museum","Museum","Science","https://marineinfo.org/imis?module=institute&insid=13883","https://ror.org/01a3yyc70","03bc354c-d895-4679-b640-e2556df915aa"
118,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"Western Australian Museum - Department of Aquatic zoology","Museum","Science","-","-","046b03d3-675e-41d4-aa97-78502b3ba18f"
119,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"Western Sydney University","University","Science","-","https://ror.org/03t52dk35","5a3f2693-3b8e-4d5d-ba45-ce8cb97248a2"
120,"AU","AUS","Australia","https://www.iso.org/obp/ui/#iso:code:3166:AU",,"Western Sydney University - Hawkesbury Institute for the Environment","Research institute","Science","-","-","6027560c-f515-4c15-8de8-fdf5b443c35f"
121,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"BOKU University of Natural Resources and Life Sciences Vienna","University","Science","https://marineinfo.org/imis?module=institute&insid=9945","https://ror.org/057ff4y42","ed5f94b5-5ae0-44a6-86e7-598b2e1605f5"
122,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Eberstaller zauner b�ros","NGO","Civil society","https://marineinfo.org/imis?module=institute&insid=14491","-","235b2384-0d46-4d73-90d6-56de3d75e55b"
123,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Haus der Natur Salzburg","Museum","Science","-","https://ror.org/00hn7pt27","73a35241-1b04-4821-ab01-bbf74ffa708d"
124,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Lebensregion Biosph�renpark Wienerwald by UNESCO","Other public authorities","Policy","-","-","a8f7778b-5f69-4b81-b175-d222f63a081f"
125,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Medical University of Vienna","University","Science","-","https://ror.org/05n3x4p02","377112f4-d552-4414-b6d0-fdbfbd203d21"
126,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Medical University of Vienna - Center for Public Health","Research institute","Science","-","-","5743d19e-bcaf-4857-a1bb-4ef539c13391"
127,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Medical University of Vienna - Center for Public Health - Department of Environmental Health","Research institute","Science","-","-","d567574d-c559-4494-ad8b-a3347ca1c281"
128,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Medical University of Vienna - Center for Public Health - Institute for Environmental Hygiene","Research institute","Science","-","-","54ee2deb-7629-4553-82ac-aa34484fda04"
129,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Museum of Natural History Vienna","Museum","Science","https://marineinfo.org/imis?module=institute&insid=9746","https://ror.org/01tv5y993","a6039865-9206-43c9-8b67-06066509006a"
130,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Museum of Natural History Vienna - Department of Geology & Palaeontology","Museum","Science","https://marineinfo.org/imis?module=institute&insid=9747","-","c84b6e0d-79ed-48dc-a3d0-0e068b52902b"
131,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"Tyrolean State Museum Ferdinandeum - Natural History Collections","Museum","Science","-","-","d184a74c-bd92-41f6-a750-7bc308a0e899"
132,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"University of Innsbruck","University","Science","https://marineinfo.org/imis?module=institute&insid=8423","https://ror.org/054pv6659","4e385c2c-30ae-402a-b2ec-cd5f612ec0dc"
133,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"University of Innsbruck - Centre of Molecular Biosciences (CMBI)","Research institute","Science","-","-","64e1f2ee-2639-4b39-b34c-89fba3253f95"
134,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"University of Salzburg","University","Science","https://marineinfo.org/imis?module=institute&insid=4520","https://ror.org/05gs8cd61","23cacd3b-66c8-4300-8624-2958fd46918a"
135,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"University of Vienna","University","Science","https://marineinfo.org/imis?module=institute&insid=8721","https://ror.org/03prydq77","1ac473fe-2468-4f85-914e-bce1338e2a60"
136,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"University of Vienna - Department of Integrative Zoology","University","Science","https://marineinfo.org/imis?module=institute&insid=13111","-","a797fe4b-7425-42e8-a0d0-91e678da89d4"
137,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"University of Vienna - Department of Limnology�and Bio-Oceanography","University","Science","https://marineinfo.org/imis?module=institute&insid=12787","-","acaed3c6-6981-413c-b7c1-6e365c57e1ee"
138,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"University of Vienna - Department of Palaeontology","University","Science","-","-","4fdfa61a-a119-4ff6-b35a-724e78dab400"
139,"AT","AUT","Republic of Austria","https://www.iso.org/obp/ui/#iso:code:3166:AT",,"University of Vienna - Faculty of Earth Sciences, Geography and Astronomy - Institute�of�Paleontology�","Research institute","Science","-","-","a5b2b11f-66dd-41be-a52a-0b1c2415eb0c"
140,"BS","BHS","Commonwealth of the Bahamas","https://www.iso.org/obp/ui/#iso:code:3166:BS",,"Bahamas Marine Mammal Research Organization","Research institute","Science","-","https://ror.org/05ntkws66","18a74647-8373-4db8-a33b-38c191a1bd1b"
141,"BH","BHR","Kingdom of Bahrain","https://www.iso.org/obp/ui/#iso:code:3166:BH",,"Bahrain Institute for Pearls & Gemstones (DANAT)","University","Science","-","-","bd494d39-7079-4895-985d-ae1b3c45dfc7"
142,"BD","BGD","People's Republic of Bangladesh","https://www.iso.org/obp/ui/#iso:code:3166:BD",,"Noakhali Science and Technology University","University","Science","-","https://ror.org/05q9we431","c92e57d3-73e1-4b24-a6ba-8d4a9ac295ac"
143,"BD","BGD","People's Republic of Bangladesh","https://www.iso.org/obp/ui/#iso:code:3166:BD",,"Patuakhali Science & Technology University","University","Science","-","https://ror.org/03m50n726","cb3ec94e-cbcf-47c4-878d-202d81e15c38"
144,"BD","BGD","People's Republic of Bangladesh","https://www.iso.org/obp/ui/#iso:code:3166:BD",,"Patuakhali Science & Technology University - Deparmtent of Fisheries Management","University","Science","-","-","6fe9d3b0-e2cb-4616-9e5d-7158afa2e732"
145,"BD","BGD","People's Republic of Bangladesh","https://www.iso.org/obp/ui/#iso:code:3166:BD",,"University of Chittagong","University","Science","-","https://ror.org/01173vs27","658d753a-a671-46a3-bd82-9acc39cf75f9"
146,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","�VLIZ Alien Species Consortium� Expert Group","Research institute","Science","-","-","60edd991-d878-4a0a-81ee-8d4180cbb9fa"
147,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Agentschap voor Natuur en Bos","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=88","https://ror.org/04wcznf70","9f3538da-e02d-4bd8-a046-ddd1e8ce763a"
148,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Antarctic Biodiversity Information Facility (ANTABIF)","Data infrastructure","Science","-","-","5ff37144-fe3e-4791-a527-0b80efdb7304"
149,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Antwerp Gas Terminal N.V.","Company","Industry","https://marineinfo.org/imis?module=institute&insid=3361","-","753d92a3-6d2d-4a56-b6b1-e776d4f48e01"
150,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Antwerp Maritime Academy (HZS)","University","Science","https://marineinfo.org/imis?module=institute&insid=3260","https://ror.org/04ag58v20","4220b533-9892-4109-8e35-4d9ace5bd405"
151,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Aquacultuur Oostende BVBA","Company","Industry","-","-","7bcdcebb-6cf9-4977-a2cc-d6d25a734fe4"
152,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Ardenne & Gaume","Other","Civil society","-","-","b5cc9ed6-bd27-49bd-95b2-af402f326602"
153,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Belgian Biodiversity Platform (BBPf)","Data infrastructure","Science","https://marineinfo.org/imis?module=institute&insid=1564","-","102b0676-f74c-4e8c-9893-36ccb700368f"
154,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Biotope environment ","Consultancy","Industry","-","-","6f0fe6b7-477c-4ff0-aaea-d3887ced76e3"
155,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Brevisco BVBA","Company","Industry","https://marineinfo.org/imis?module=institute&insid=8595","-","05a70694-155e-4a94-9ad5-64de6dc56634"
156,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Catholique University of Louvain","University","Science","https://marineinfo.org/imis?module=institute&insid=12102","https://ror.org/02495e989","542adfb9-ff95-4fd1-a8c4-abb652bec903"
157,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Catholique University of Louvain - Earth and Life Institute (ELI)","Research institute","Science","https://marineinfo.org/imis?module=institute&insid=11847","-","a8d22586-6372-4011-926f-593c34fb7718"
158,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Catholique University of Louvain - Earth and Life Institute (ELI) - Laboratory of Marine Biology","Research institute","Science","-","-","824855bc-278a-4dcd-9bfd-14d22c6a4be6"
159,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Catholique University of Louvain -�Institute�of�Mechanics,�Materials, and�Civil Engineering�(iMMC)","Research institute","Science","-","-","00f9bad2-ad2f-4c16-9157-5716d8ddfa41"
160,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Catholique University of Louvain -�Laboratory of Biodiversity and Evolutionary Genomics (LBEG)","Research institute","Science","-","-","cc25ed11-2b3f-4e15-904d-c7e694616b7a"
161,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Colruyt Group","Company","Industry","https://marineinfo.org/imis?module=institute&insid=8571","-","a12b79a5-6c6d-4583-98a5-9b58d8dd4581"
162,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Defensie","Defence","Policy","https://marineinfo.org/imis?module=institute&insid=14103","-","cbeba779-9b5b-4926-ad96-bb35d31aa02d"
163,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Defensie - Belgische marine te Zeebrugge","Defence","Policy","https://marineinfo.org/imis?module=institute&insid=3746","-","677b7131-edba-4f8e-b517-8b6174ec8381"
164,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Defensie - Luchtcomponent -  Aviation Safety Directorate (ASD)","Defence","Policy","-","-","dd7220f1-4859-4ed7-ad8f-4dede66a1d11"
165,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","DEME Group","Company","Industry","https://marineinfo.org/imis?module=institute&insid=4255","-","c8e249bb-4505-42c4-98d0-fdc59648b90a"
166,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Federal government - Belgian Science Policy (BELSPO)","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=120","https://ror.org/01fapfv42","a37c68e7-b9a3-47ac-adb6-55e4eb78a643"
167,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Federal government - Federal Public Service Health, Food Chain Safety and Environment","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=5371","-","866cf674-516d-4b8c-990e-5ac9a91fec87"
168,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Federal government - Federal Public Service Health, Food Chain Safety and Environment - Marine Environment Service","Governmental body","Policy","-","-","fd48a5ec-3b5b-475d-bb13-1d2fcc7e67ba"
169,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Federal government - Federal Public Service Justice","Governmental body","Policy","-","-","b0e2a386-f02c-43e3-8bc7-2ea3e3e26f75"
170,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","F�d�ration Wallonie-Bruxelles","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=14769","https://ror.org/04q01pf08","0ab3b9f6-3e8a-4752-92a4-d0e293587fdb"
171,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Flemish Government","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=6891","https://ror.org/04qxsrb28","16dac6fb-67f8-42fd-8e97-7d8193f56371"
172,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Flemish Government - Department of Economy, Science and Innovation (EWI)","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=7088","-","cf9bb239-5f4c-4051-aec6-c1cee278e82c"
173,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Flemish government - Department of Mobility and Public Works","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=7214","-","6ec3a75b-193e-4da7-ad7e-749454135d3c"
174,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","x","Flemish Government - Department of surroundings","Governmental body","Policy","https://marineinfo.org/imis?module=institute&insid=14259","-","a46ca6fd-92fa-4bde-9be1-c8f9f02d021a"
175,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Free University of Brussels (VUB)","University","Science","https://marineinfo.org/imis?module=institute&insid=2956","https://ror.org/006e5kg04","02e24a2d-18fc-47ac-8489-e9cfbbb7f666"
176,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE",,"Free University of Brussels (VUB) - Environmental Hydroacoustics Laboratory (EHL)","University","Science","-","-","60a1da02-41d0-49a5-83ca-af6876b64c90"
177,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Free University of Brussels (VUB) - Erasmus Hospital","University","Science","-","https://ror.org/05j1gs298","331665e3-4283-41df-af45-c55909d25b70"
178,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Free University of Brussels (VUB) - Faculty of Sciences","University","Science","-","-","8f992358-93ca-4a08-a411-d0f48b20ae9e"
179,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Free University of Brussels (VUB) - Faculty of Sciences - Department of Biology of Organisms - Marine Biology Research Unit","Research institute","Science","-","-","fc085072-4cdb-49d9-801a-aa32564ae886"
180,"BE","BEL","Kingdom of Belgium","https://www.iso.org/obp/ui/#iso:code:3166:BE","o","Free University of Brussels (VUB) - Faculty of Sciences - Department of Biology of Organisms - Systems Ecology and Resource Management","Research institute","Science","-","-","46a94b4a-1a6b-4170-8898-6f4885426af0"
